Review_ID,Rating,Reviewer_Location,Review_Text,Branch,year,month,Reviewer_Global_Region,overall_sentiment,sentiment_confidence,attractions_sentiment,food_sentiment,hotels_sentiment,staff_sentiment,price_sentiment,crowd_sentiment,cleanliness_sentiment,accessibility_sentiment,visitor_type,visitor_origin,has_children,visit_frequency,special_occasion,trip_duration,season,day_type,mentions_tickets,mentions_fast_passes,mentions_souvenirs,mentions_food_purchases,mentions_hotel_booking,mentions_parking,time_spent,popular_attractions,repeat_visits,recommendation_intent,main_complaint,journey_stage,pain_severity,review_length,language_quality,analysis_successful
586370171,5,France,Took my 3 children to disneyland last week. Had the most amazing time. My daughter has special needs and the care provided for her was phenomenal. I never dreamed she could visit such a place but disney made it possible. The staff were so helpful. Full stars all round.,Disneyland_Paris,2018,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,positive,families,unknown,True,first_time,none,unknown,unknown,unknown,True,False,False,False,False,False,unknown,,False,yes,none,unknown,unknown,medium,good,True
583746771,5,France,"I last visited Euro Disney in 1995, so it was great to be back last June. There's just something about Disney, it is magical.There is so much to do here! The famous cup saucer ride, It's a Small World, Haunted House, Indiana Jones roller coaster, Space Mountain, which is now remodelled to a Star Wars theme, the beautiful castle, Aladin's Agrabah, Robinson Crusoe's house, ... There are many shows too, so keep an eye out for them. It starts with a Disney one introducing all characters, then a dance of all the Disney princes and princesses. There is the evening parade that goes through Main Street and then finally the spectacular fireworks. The firerowkrs start really late, like 23:00 hrs but are totally worth it, so get some food and a seat and then don't move :PIt's Disney, so you have to load up on merchandise! They have some beautiful products and souvenirs. When we visited in 2017, it was the 25th anniversary of Disney in Paris, so the whole park had a 25th anniversary theme, and decorated in silver and blue. You can buy products and ask them to keep them to collect later or have them delivered to the main Disney store in Disney Village.There are many restaurants and some have some veg options, like fries and salads. We liked the fries at Hakuna Matata restaurant. Casey's Corner was also a nice diner, an had a Coca Cola theme going on. There are also many food trucks selling popcorn, pommel d'amour  caramel apples , ice creams, and other drinks.We got a one day 2 park pass, although I'd recommend you to get just one day one park, because it takes a lot of time going from one park to another, and you can't do any properly. The queues get crazy long in the summers and around holidays, so it is better to book in advance.The staff is incredibly friendly and everyone speaks French and English, and many other languages too. There are toilets everywhere.The closest RER station is Marne la Vall  e   Chessy   Parc Disneyland on RER A.Once again, it's Disney! Despite how commercial it is, I just love it!",Disneyland_Paris,2017,june,Europe,positive,0.95,positive,positive,not_mentioned,positive,neutral,negative,positive,positive,families,unknown,,returning,none,unknown,summer,unknown,True,False,True,True,False,False,unknown,It's a Small World;Haunted House;Indiana Jones roller coaster;Space Mountain;Aladin's Agrabah;Robinson Crusoe's house;Disney evening parade;fireworks,True,yes,long queues during summer and holidays,during_visit,major,long,good,True
580257268,4,France,"A great places for children, but needs Disney needs to bring it up to date by introducing a system to reduce the queuing for rides and when ordering food. The food outlet could be easily be speeded up by introducing a McDonald style electronic meal ordering system.",Disneyland_Paris,2018,unknown,Europe,neutral,0.7,neutral,negative,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,False,False,True,False,False,unknown,,False,unknown,Long queuing times for rides and food ordering,during_visit,moderate,medium,good,True
576194935,1,France,"Well where to start.We went on a family trip for 2 days,1 night at Santa fe hotel.The hotel and staff were friendly and pleasant.So on the short walk up to the park we get to the disney village where the shops and food outlets are,looks really clean and tidy .You start to get into that magical feeling of disney,looking forward to getting in the park.Get to the entry gates greeted by a really grumpy rude staff member,oh ok not a good start.The parade starts not long after we get in so it makes up for it , so get back into it.Really good parade the pirate and princess.Starting to walk around and go to rides finding that a wait time of an hour for most of them in general. We go to get a drink and ice cream at a vendor, to hard for them to say hello and goodbye apart from how much they want.Not long into the park i say to my wife ,why are people looking so miserable jokingly. We did not see any characters walking around the park at all, you can wait for an hour to meet one.The magical feeling dissapering quickly here.The food is very expensive and awful ,frozen mush heated in a microwave.You can get better looking food at loan prices.A good thing here now, the closing show was awesome really good and felt like disney .My opinion is that the park is loosing money every year and this shows, things look tired and run down no money being put into it.The staff probably hate working there and wages are probably bad (my opinion)Not once did we hear welcome to Disneyland, you do not feel a part of it. I think disney land paris has had its time.Close the doors on it, this is not what Walt Disney would want of it. I am sorry to say this.There is no magic there.",Disneyland_Paris,2018,unknown,Europe,negative,0.85,negative,negative,positive,negative,negative,negative,positive,not_mentioned,families,unknown,True,first_time,none,"2 days, 1 night",unknown,unknown,True,False,False,True,True,False,"2 days, 1 night",parade;closing show,False,no,"rude staff, expensive and poor food quality, long wait times for rides, lack of character interactions",entry,major,long,fair,True
576169982,3,France,"Me and my family, husband, sons ages 5 and 1 have just been to Disney land. We did 2 days in the parks and 1 night in the Santa fe hotel.It was ok, not the best. The staff are very rude, we speak fluent French and they are very rude in both english and french. We went to the stunt men car show in the Disney studios, we decided to leave early as the kids were playing up only to be told 'NO YOU CANT LEAVE' we said we needed to go and the women still said 'NO YOUR NOT' (We did anyway) before we went in one of the staff told us to run as the show was starting, got a bit further along and another member of staff said no running..... They need to sort out the rules to their staff!The staff on the gates of the Disney park (where you scan your tickets) were very miserable and rude also. The food is over priced and rubbish.We managed to go on a grand total of 3 rides in the 2 days the waiting times are so long 60 90 minutes per ride.No Disney characters walking around the park, the only way to see one of the characters was to queue for an hour or spend hundreds having breakfast with one of them. We wanted a to sit outside for dinner at Antonettes diner and was told we couldn't, no reason why.Then we said ok could we have a takeaway and they said no as they don't have enough staff to pack up food to takeaway.....In the Disney village there is a little stand that sells drinks, slush puppies etc and also toffee apples.... At    10 for a apple!!!!!! Not bad eh...... Goodness knows how parents mange is they have 4 kids all wanting a apple and a drink, there goes    56..The illuminations were fantastic though, absolutely amazing, and the parade. The hotel Santa fe was also very good, nice and clean and they brought up a travel cot to our room when I rang reception, about the only pleasant member of staff that was nice was the man who brought up the cot.  All in all not what I was expecting....",Disneyland_Paris,2018,unknown,Europe,negative,0.85,negative,negative,positive,negative,negative,negative,positive,not_mentioned,families,unknown,True,first_time,none,2_days,unknown,unknown,True,False,False,True,True,False,2_days,stunt men car show;illuminations;parade,False,no,rude staff and long waiting times,during_visit,major,long,fair,True
576003850,4,France,"When you enter the park it feels as if you enter another world, and even though we've been here several times, we always have great fun. Big Thunder Mountain remains our favorite !",Disneyland_Paris,2018,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,,frequent,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,Big Thunder Mountain,True,yes,not_mentioned,unknown,unknown,short,good,True
571125061,5,France,"Wonderful park. Fast pass system needs some work compared to their parks, but the park was clean and less crowded than other Disney parks. Stayed at the the Santa Fe hotel and transportation was great to the parks. Recommend a visit for anyone in the area with small children or if you are a Disney fan",Disneyland_Paris,2018,unknown,Europe,positive,0.85,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive,positive,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,True,False,False,True,False,unknown,,False,yes,Fast pass system needs some work,unknown,moderate,medium,good,True
564910472,3,France,"Park rides needed maintenance, Space Mountin broke down. Shows cancelled. Nothing like Florida customer service money. The weather did play a big part in our disappointment as things were cancelled due to weather. Very little characters around unless you pay extra to see them at Breakfast or dinner.",Disneyland_Paris,2018,unknown,Europe,negative,0.85,negative,negative,not_mentioned,negative,negative,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,True,False,False,unknown,Space Mountain,False,no,Park rides needed maintenance and shows were cancelled due to weather,during_visit,major,medium,fair,True
564380905,4,France,"Went to the park for two days with my teenager daughter and had a lot of fun in this park (more than the studios). Most appreciated attractions: Caribbean pirates and star wars tour, but we also did the excellent ratatouille attraction and peter pan flight, snowwhite, alice, sleeping beauty.... very nice night show and very god dancer at the parade (don't like the mickeys and company masks, giving me the impression that the people inside are suffering!!). Overall great impression inspite of the long lines and the cold.",Disneyland_Paris,2018,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,families,unknown,True,unknown,none,2_days,unknown,unknown,True,False,False,False,False,False,2_days,Caribbean pirates;star wars tour;ratatouille attraction;peter pan flight;snowwhite;alice;sleeping beauty,False,yes,long lines,during_visit,moderate,medium,good,True
556729466,5,France,"Disneyland is a paradise for children and adults with a very long tradition in entertainment. If you try it, you   ll return as soon as possibile to discover everything of this beautiful magical world. Great staff and great hotels!",Disneyland_Paris,2018,unknown,Europe,positive,0.95,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,True,yes,,unknown,unknown,medium,good,True
549020828,3,France,"All in all, it's a great day out for the family:  fun rides and good queue management   beautiful decorations throughout the park, especially during the festive period  amazing firework in the evening  the Disney magic, the parades are amazingBut there are a few issues which made the day out much less enjoyable than what it could have been:1. Restaurants   for lunch we went to the Plaza Garden restaurant for a lunch buffet, it was a long wait at the entrance to pay and to be seated, and I seriously don't understand how can it take that long. There were just 2 prices: adult or kids, and perhaps some drinks, how difficult is it? Based on my observation it took approximately 10 minutes for each group of people. There were plenty of tables inside the restaurant, and there is a decent selection of food, it's just the wait at the entrance that almost sent us away. They really need to improve the efficiency, perhaps by not asking people for their drinks choice at the till, but after they are seated. 2. Restaurant choices for the evening. There are firework displays at 8pm and I believe most people would stay for the fireworks before leaving. However most restaurants are closed before 7pm, eg the fish and chip place closes at 5.30pm. WHY??? We went to the fast food restaurant in the  discovery land    completely overpriced, a kids burger plus fries, drinks and a small dessert is 8.99 euro and an adult burger set starts at 12.99 euro   and the food weren't even that great. Look at the dessert, I can do a better job...3. Smoke   I'm not the only one who comment about this issue, there are too many smokers around and inhaling smoke isn't a good idea for kids. Perhaps this can be improved by imposing designated smoking areas, and it's prohibited elsewhere in the park?4. There is an app which tells you about ride waiting time, and restaurant opening time, it could be improved by letting people to filter restaurants that are opened for dinner. eg have a look at the Puy du Fou one, it tells you what's going on at what time, at a glance, and which restaurants are still opened.All in all, it's a fun day out, my son loves it, but we are frustrated with the restaurants. We hope to return but I really do hope there will be some improvements.",Disneyland_Paris,2017,unknown,Europe,mixed,0.75,positive,negative,not_mentioned,not_mentioned,negative,positive,negative,not_mentioned,families,unknown,True,unknown,none,unknown,unknown,unknown,False,False,False,True,False,False,unknown,fireworks;parades,True,conditional,restaurant inefficiency and limited options,during_visit,moderate,long,good,True
546722626,5,France,I never thought I'd be saying this   but Disneyland was fun and cute and sweet and adorable. You get the picture   and the nausea. I shared the day with my partner and that certainly played a big part of it   but as they say   it does bring out the kid in all of us. I highly recommend taking the time to do the rides   especially if you're sans kids. They're a fresh change from your typical deathly scary coaster rides; giving you the chance to have a good laugh.,Disneyland_Paris,2017,unknown,Europe,positive,0.9,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,couples,unknown,False,first_time,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,rides,False,yes,nausea,during_visit,minor,medium,good,True
542301694,5,France,"If you have the chance and possibility to take your kids, you should definitely take them to that place. I used to have the membership and spend my weekends there. Everything is done to make you happy, the music, the decorations, the animations and the show.",Disneyland_Paris,2016,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,True,returning,none,unknown,unknown,weekend,True,False,False,False,False,False,weekends,,True,yes,not_mentioned,unknown,unknown,medium,good,True
539403183,4,France,I absolutely love this place and i recommend all the attractions The queue is a little long but it is worth it!! The only problem is that the food is terrible!Not convinient for people who are traveling with babies. this place cost a lot but is worth it!,Disneyland_Paris,2017,unknown,Europe,positive,0.85,positive,negative,not_mentioned,not_mentioned,positive,negative,not_mentioned,negative,families,unknown,True,unknown,none,unknown,unknown,unknown,True,False,False,True,False,False,unknown,,False,yes,food is terrible,during_visit,moderate,medium,good,True
535822438,5,France,"The Disney Park is by far the busiest area of Disneyland Parks and we were there for the run Disney weekend so that seemed to make it even busier!However that didn   t stop the fun, there were no rides out of order or rude park staff, everyone seemed happy to help with the tiniest thing.We did try and get a vantage point for the parks parade from the train station but our plans were foiled and due to the high volume of people in the park we called it quits and headed to the park rides instead.You cannot do Disney in a day, it   s too big and too busy so allow at least 2 days as unless you have passes to queue jump a lot of time will be stood in a queue... but the smiles, screams and fun is worth it all",Disneyland_Paris,2017,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,positive,neutral,negative,positive,not_mentioned,groups,unknown,False,first_time,none,unknown,unknown,weekend,True,True,False,False,False,False,unknown,parade;park rides,False,yes,high volume of people,during_visit,moderate,medium,good,True
534343505,5,France,This was a wonderful experience. We loved everything . The parade at the end was magical . We found the characters that we love in the cartoons live . A fairytale world brought to life.,Disneyland_Paris,2017,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,parade;characters,False,yes,not_mentioned,unknown,unknown,short,good,True
523121786,3,France,"I'm a native Californian who has been to Disneyland in Anaheim probably 100 times (no joke), so obviously I have a bias. Many beautiful memories have been created there.In 2013, my grown daughter and I were in Paris and decided to go to Disneyland. We had no idea what to expect, except we thought it would be similar to the Anaheim park. Wow, were we disappointed. We knew right away that something was amiss when we heard no music playing at the entrance. There wasn't a flower to be seen anywhere (this was in April!), and we were actually starving for food. I mean, no food at Disneyland? Criminal. We found just ONE restaurant open, and the food was mediocre to terrible. A real disappointment. The rides, too, were quite different from the original    mostly rollercoasters (even Indiana Jones). Overall, it was a depressing experience, and we vowed never to go back.And then ... we decided to give it another try. We went again in early Sept. 2017, on a day that ended up being pretty rainy and blustery. But up until then, we were pleasantly surprised at the improvements they have made to the park (both the Disneyland side and the Studios side). There was wonderful music playing everywhere and flowers blooming (although they could still do more with the landscaping). New rides had come along, including Ratatouille, which we loved. The whole Pirates area was pretty cool, too. While the park still doesn't have the sparkle and magic of the original Disneyland, it has charm. The light and fireworks show on the castle at night was well done.The people running the rides seemed to genuinely enjoy their jobs, and they were fun to interact with. We had fun in both parks.Having said that, we noticed two major problems: 1) The food: Where is it? Yes, this time there were a few more places open, but most of the small carts served exactly the same thing (weird!). Also, at dinnertime    and in the rain    we searched for an open restaurant, and nearly all of them were closed. What? We finally found one that was open, where an average dinner started at $25! We wandered around (getting soaked) and finally found one place that was more reasonably priced. But we passed restaurant after restaurant that were closed at 7 pm. What gives? The food we did eat was passable, but not very good. This time, we brought our own lunch    we saw a lot of other people doing the same thing. They're losing a lot of money by not fixing this problem. But we thought for sure we'd be able to find a decent place for dinner. Wrong!2) The service: They need to hire more people. This was evident in both the shops and the food service areas, where service was so slow, it was ridiculous. At one of the small food carts, we waited 10 minutes to get to the front of the line    and we were behind ONE person! But we were so hungry, we decided to stick it out. The park also isn't as clean as it should be. We noticed trash in some areas, which we never see at the Disneyland in Anaheim. The bathrooms were OK but could be shinier. This park could be so much better with some minor adjustments: more and tastier food options, more service workers, more attention to the look and feel (more flowers and fun things to look at, please!), some better rides (get rid of the Rock 'n' Rollercoaster, that was actually silent    no rock music playing, which was bizarre). But the park is improving. Perhaps it was gussied up for its 25th anniversary and won't stay that way, but I hope that they keep going in this direction. If so, then we would go back, since we now live nearby.If you're an American who has been to the original Disneyland, going to this park will seem a bit surreal to you. Like it's ALMOST Disneyland, but not quite.",Disneyland_Paris,2017,September,Europe,negative,0.85,negative,negative,not_mentioned,positive,negative,negative,negative,not_mentioned,families,local,True,returning,none,unknown,unknown,unknown,True,False,False,True,False,False,unknown,Ratatouille;Pirates area,True,conditional,Food options and service quality,during_visit,major,long,good,True
521780107,4,France,"First and foremost   I never, ever had any intention of stepping foot here; It's amazing what being an auntie will do to you...I went on a Wednesday at the beginning of July, which I expected to be utter madness, but it wasn't. Get there early nonetheless... It's ridiculously easy to access by public transport from Central Paris and as we got there pretty much as soon as the gates opened (and even then, not really, a good 30mins after), we walked straight through. We did already have tickets, so not sure how much that eased our progress. It is definitely recommended to check out timings of parades and princesses etc. in advance. By the time we'd been on a few rides (little rides, we were with a 3 yr old and 5 yr old) we decided (were forced) to go and meet Rapunzel. There was a 90min wait, inside and round a corridor (nicely done, but very much inside with no air con on a 30  C day) and apparently this was a short wait... Rapunzel was spectacular though, it must be said. But we were there no more than a few minutes, nonetheless (I think you can spend longer, but the little 'uns had run out of questions). There is heaps to see and do. I now understand how people can spend a few days there but I would strongly recommend taking your own food. As ever, pricey and pretty rank (I'm talking about the one place we ate at...) And, as you'd imagine, there are a loooooot of temptations for the kiddiewinks to demand you pull the wallet out for...But there are parades and meetings and dances and... All in all, can honestly say I had a fun day, which is something I never thought I'd say. Everything is well thought out, characters are spectacular and all staff incredibly friendly and helpful. With impressive multi language skills.Enjoy!",Disneyland_Paris,2017,july,Europe,positive,0.85,positive,negative,not_mentioned,positive,negative,negative,positive,positive,families,international,True,first_time,none,day_trip,summer,weekday,True,False,True,True,False,False,unknown,Rapunzel,False,yes,long wait times for character meet and greet,during_visit,moderate,long,good,True
521210811,5,France,"What a mistake when I imaged that I wouldn   t be enchanted going to Disney at my age. So wrong! Everything is so beautiful, well kept and clean, people are nice. I was happy to see that my little boy, who   s 6 years old, was able to do lods of attractions despite his height which is usually is a barrier. We used the Fast Pass as often as possible. It really helped us getting into the move cause some attractions required minimum of 1 hour queuing. Well, we had to get out of Ratatouille queue cause of technical problems. This was really annoying cause we were queuing up for quite a while already. We loved the Sound, Light and Fireworks at 23:30. It was worth coping with the tiredness of the day. The only thing I didn   t like was the food. Most of the restaurants have only crap food and some other restaurants rip you off. Get your credit cards ready anyway cause spending money there is not a fairytale at all.",Disneyland_Paris,2017,unknown,Europe,positive,0.85,positive,negative,not_mentioned,positive,negative,negative,positive,positive,families,unknown,True,first_time,none,unknown,unknown,unknown,True,True,False,True,False,False,full_day,Ratatouille,False,yes,food quality and pricing,during_visit,moderate,medium,good,True
520482160,5,France,"Disneyland Paris is much smaller than any other Disneyland in the world however there is still plenty to do in a day or two. My advice is to gar 1 hour before the door opens in order to enjoy the first hour in the park with very few people   we managed to do most of the adults rides in under 90 minutes. In Walt Disney Studios, do not miss Crush   my favourite!",Disneyland_Paris,2017,unknown,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,unknown,unknown,False,unknown,none,day_trip,unknown,unknown,False,False,False,False,False,False,unknown,Crush,False,yes,none,unknown,unknown,medium,good,True
517393443,4,France,"The parc is, or was great when run by the Americans, now it's nice. Lots of paint chipped, rust and grounds badly maintained. The rides remain fun and well done, until it starts to rain. Then more than half are closed and of course no refunds.",Disneyland_Paris,2017,unknown,Europe,negative,0.85,positive,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,negative,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,rides,False,no,poor maintenance and ride closures due to rain,during_visit,major,medium,fair,True
507304644,5,France,"Such a magical place! I went with my family and we had so much fun :) We got to see the royal parade, it was unforgettable... sadly we didn't stay for the fireworks, but we had a really fun day.",Disneyland_Paris,2016,unknown,Europe,positive,0.95,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,True,first_time,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,royal parade,False,yes,didn't stay for the fireworks,unknown,minor,medium,good,True
506274087,2,France,After having been at the efteling in holland it was a big deseption...  A lot of intereting attractions where closed or...'out of order'...long waiting lines....but hey!the weather was nice,Disneyland_Paris,2017,unknown,Europe,negative,0.85,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,,False,no,"Many attractions were closed or out of order, long waiting lines",during_visit,major,short,fair,True
506116942,5,France,Love all these rides so varied space mountain hurts your neck   been when son was 8  10  11  13 and loved it each time the alice maze was a huge hit the show was amazing went st patricks day and the at show with pipers was awsome ,Disneyland_Paris,2016,march,Europe,positive,0.85,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,families,unknown,True,returning,none,unknown,unknown,holiday,True,False,False,False,False,False,unknown,space mountain;alice maze;show with pipers,True,yes,space mountain hurts your neck,during_visit,minor,medium,good,True
499501842,3,France,"We decided to visit the iconic French Disney park once again (July 4th) to celebrate the arrival of summer. This is not my first time visiting Disneyland Paris, and I am globally satisfied and have enjoyed my previous visits. However, this visit was slightly disappointing. I decided to bring my friend to the park for her birthday as it would be a nice experience as last time she went she was only very small. We left early on a Tuesday morning (hoping there would be fewer people   oh boy were we wrong) and arrived at the main park around 9:30 AM. A large crowd had already gathered in front of the main entrance, eager to be let in and go on rides. As the doors finally opened, we walked towards Big Thunder Mountain to find it closed. Yes, at opening time, the main attraction of Frontierland was closed. We waited for a solid 45 minutes before the staff finally decided that the ride was safe to use. (they had given us no reason to why it was closed. and by the time it has opened, a huge crowd had gathered behind us.) We were off to a bad start. After that, we went on a couple of rides before beelining to the new Hyperspace Mountain. We used the single rider line as it goes much quicker than the regular one (50minutes wait on regular, 15 on single rider!). However, after 10 minutes of waiting in queue, one side of the attraction broke down. So the waiting time doubled for both queues. (The ride was totally worth it though! Amazing!) We walked out and almost every ride had huge amounts of queue. Especially rides like Peter Pan (70 Minutes). Patience is needed in Disneyland Paris. There is a lot of standing and waiting. We then moved on towards the Studios which were even more crowded than the main park. All the rides there had 50 minute plus queues. We did the Tower of Terror (Which was only about 30 Seconds long for 1 Hour of queue but had an interesting backstory) and then proceeded to Ratatouille. This one, however, was less stressful as we could use another Single Rider queue. (the ride was also incredible) We didn't bother with the other attractions as by now we were starving. We headed back to the main park and searched for lunch. We found a nice restaurant in one of the lands and had a reasonably priced meal which consisted of Chicken wings and chips. (10 Euros for one person   The food was good and I was very happy, even though we had to queue even more for the food. Yes, the service was horrifically slow. 20Minutes wait to order our food. This is a fast food restaurant I'll remind you.) Every ride has a scary amount of wait, but luckily the beautiful scenery of this Disney Park was enough to satisfy my friend. We had a lot of fun  hiking  in the Adventure Land and rode the Indiana Jones Ride. Which again, is another very short ride for a ridiculous queue. We ended up leaving early, having done only a couple of rides. However, the park itself is frankly beautiful and is eye candy to look at. We obviously didn't leave without doing a little shopping. Everything in the shops is pricey, and even the smallest, tiniest, made in China keychain will cost about 7 euros, so you're child's allowance won't be enough for a souvenir. Usually, you can do both Disney Paris parks in a day when it's not too crowded, (Go on a French school day.) but if you're coming from far, take your time and use the hotel's special resident hours to do some of the rides. I've had better Disneyland Paris, please make my next visit better.",Disneyland_Paris,2017,july,Europe,mixed,0.7,mixed,positive,not_mentioned,negative,negative,negative,positive,not_mentioned,friends,unknown,False,returning,birthday,day_trip,summer,weekday,True,True,True,True,False,False,full_day,Big Thunder Mountain;Hyperspace Mountain;Tower of Terror;Ratatouille;Indiana Jones Ride,True,conditional,long wait times for rides and food,during_visit,major,long,good,True
497226640,5,France,"Very pleased to finally do a review for this magical place. I went to Disneyland for the first time 24years ago, 1year ago after its grand opening and have been back there almost every other year. I really enjoy going there again and again. You always discover something new. I even like just walking through the parks and looking at all the details and just enjoy the atmosphere more than going on rides all day long. I just took my kid for the first time to Disneyland and just seeing the magic in his eyes was priceless.Ok so before going to Disneyland, you need to understand a few things: the park will be crowed if you go on a weekend or during vacations, you will most likely NOT be able to do all rides as you   ll have to wait in line for most of them. And the day will cost you a lot of money because nothing is cheap there. Once you understand that, you will have a great time in Disney, and if you are not ok with either the crowd or spending a good amount of money then I would not recommend going there; I   m not saying it   s normal, I   m just saying that   s how it is.Anyway, the parks are very well maintained and clean. They rides are short but all enjoyable. All personnel are very nice (yes they have strict guidelines, but still). Both parks are so huge that you could spend a few days in each.Just take your time and enjoy not only the rides but all the decorations as well. Take your time to take pictures with all the Disney characters as you will bump into them all over the park.There are few good but expensive restaurants in the park or a lot of fast food choices.I will definitely go back again and again to both Parks. It   s even more magical to go there with kids. And if you take tickets in advance you can always find cheap deals.I would put 6 stars to this review if I could.",Disneyland_Paris,2017,unknown,Europe,positive,0.95,positive,neutral,not_mentioned,positive,negative,negative,positive,not_mentioned,families,unknown,True,returning,none,unknown,unknown,weekend,True,False,False,True,False,False,multiple_days,Disneyland,True,yes,crowds and high costs,during_visit,moderate,long,good,True
487102319,3,France,"Pros: The Rockin' Roller Coaster, Crush's Coaster, Tower of Terror, Haunted Mansion, Space Mountain are all great rides in Disneyland Paris. The parades are great and firework show is a must see! The lines aren't long.Cons: The park closes very early, 9pm or so. The Disney studios park is very small and it reminds me of Universal Studios Hollywood, but a smaller, not so great version of it. The service isn't good. The food is regular theme park food. They don't have the same amount of merchandise as other parks and have this obsession with Tinkerbell lol. Other Disneyland parks have interesting food like Peanut butter and jelly soda, lobster nachos and Mickey ice creams. The shows can be cheesy.",Disneyland_Paris,2017,unknown,Europe,mixed,0.75,positive,negative,not_mentioned,negative,not_mentioned,positive,not_mentioned,not_mentioned,unknown,unknown,,unknown,none,unknown,unknown,unknown,False,False,False,True,False,False,unknown,Rockin' Roller Coaster;Crush's Coaster;Tower of Terror;Haunted Mansion;Space Mountain,False,conditional,poor service and limited food options,during_visit,moderate,medium,good,True
484437603,5,France,"I've been to Disneyland several times, but I never got fed up! Everything is magic from the scenery to the roller coasters! Disneyland Studios are directed to the arts as they have an attraction that shows behind the special effects used in movies as well as a roller coaster that passes Aerosmith's songs when we are in the ride. Perfect! The main park is just magical with the big Sleeping Beauty Castle where they project pieces of Disney films accompanied with fireworks and special effects. Unfortunately, the ride Space Mountain was closed as they are changing the theme to Star Wars. It's always nice to take a ride in the train or go for a ride in Star Tours (3D now!). The only thing I like the least is that they use a lot the french language in their attractions. I understand it's in Paris, but Disney is an american company, so english could be used.",Disneyland_Paris,2017,unknown,Europe,positive,0.9,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,unknown,unknown,,frequent,none,unknown,unknown,unknown,False,False,False,False,False,False,unknown,Sleeping Beauty Castle;Space Mountain;Star Tours,True,yes,Use of French language in attractions,during_visit,minor,medium,good,True
